Date/Time,Time,Month,Weekday,Address,Lat,Lon,Call Type,Description
9/14/2017,01/01/1900 9:30:48,Sep,Thursday,"0 BLK 12 AVE N Fargo, ND 58102",46.8902409,-96.8230782,Abuse,POSSIBLE
6/19/2017,01/01/1900 20:43:18,Jun,Monday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,POSSIBLE
7/16/2017,01/01/1900 22:41:51,Jul,Sunday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,CHILD ABUSE
8/12/2017,01/01/1900 22:21:29,Aug,Saturday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,1021
7/15/2017,01/01/1900 14:59:37,Jul,Saturday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,1021
3/29/2017,01/01/1900 15:13:40,Mar,Wednesday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,CHILD NEGLECT
3/12/2017,01/01/1900 3:08:49,Mar,Sunday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,CHILD ABUSE/NEGLECT
2/6/2017,01/01/1900 9:00:55,Feb,Monday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,1021
2/5/2017,01/01/1900 22:49:11,Feb,Sunday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,WELFARE CHECK ON CHILD
1/16/2017,01/01/1900 23:56:49,Jan,Monday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,UNATTENDED JUV IN CAR
9/15/2017,01/01/1900 22:34:42,Sep,Friday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,CHILD ABUSE
8/31/2017,01/01/1900 14:27:04,Aug,Thursday,"0 BLK 12 ST N Fargo, ND 58102",46.8939976,-96.7966673,Abuse,1021 ONLY
1/14/2017,01/01/1900 20:13:41,Jan,Saturday,"0 BLK 12 ST S Fargo, ND 58103",46.8564756,-96.7976542,Abuse,ABUSE/RESP NOT HERE
5/6/2017,01/01/1900 0:33:48,May,Saturday,"0 BLK 12 ST S Fargo, ND 58103",46.8564756,-96.7976542,Abuse,CHILD ABUSE
3/25/2017,01/01/1900 19:17:09,Mar,Saturday,"0 BLK 12 ST S Fargo, ND 58103",46.8564756,-96.7976542,Abuse,CHILD NEGLECT
1/31/2017,01/01/1900 22:49:36,Jan,Tuesday,"0 BLK 12 ST S Fargo, ND 58103",46.8564756,-96.7976542,Abuse,CHILD ABUSE/1055
5/1/2017,01/01/1900 11:17:03,May,Monday,"0 BLK 12 ST S Fargo, ND 58103",46.8564756,-96.7976542,Abuse,CHILD NEGLECT
11/10/2017,01/01/1900 9:26:11,Nov,Friday,"0 BLK 13 1/2 ST N Fargo, ND 58102",46.8763614,-96.801907,Abuse,1021
10/27/2017,01/01/1900 18:33:49,Oct,Friday,"0 BLK 14 ST S Fargo, ND 58103",46.857652,-96.8015099,Abuse,CHILD ABUSE
3/31/2017,01/01/1900 15:37:39,Mar,Friday,"0 BLK 14 ST S Fargo, ND 58103",46.857652,-96.8015099,Abuse,CHILD ABUSE
11/25/2017,01/01/1900 19:06:33,Nov,Saturday,"0 BLK 15 ST S Fargo, ND 58103",46.875335,-96.8039497,Abuse,M SHAKING 4YOA
6/8/2017,01/01/1900 7:25:48,Jun,Thursday,"0 BLK 15 ST S Fargo, ND 58103",46.875335,-96.8039497,Abuse,CHILD ABUSE/NEGLECT
12/28/2017,01/01/1900 16:46:00,Dec,Thursday,"0 BLK 16 1/2 AVE N Fargo, ND 58102",46.9018708,-96.7770445,Abuse,CHILD ABUSE
10/26/2017,01/01/1900 20:07:58,Oct,Thursday,"0 BLK 16 1/2 AVE N Fargo, ND 58102",46.9018708,-96.7770445,Abuse,ABUSE \\ 1021
4/13/2017,01/01/1900 14:06:08,Apr,Thursday,"0 BLK 16 AVE N Fargo, ND 58102",46.8994355,-96.7887296,Abuse,ABUSE REPORT
10/12/2017,01/01/1900 20:25:05,Oct,Thursday,"0 BLK 16 ST S Fargo, ND 58103",46.8595889,-96.8060357,Abuse,1021
6/22/2017,01/01/1900 15:54:02,Jun,Thursday,"0 BLK 16 ST S Fargo, ND 58103",46.8595889,-96.8060357,Abuse,ABUSE RPT
8/5/2017,01/01/1900 17:38:39,Aug,Saturday,"0 BLK 17 ST S Fargo, ND 58103",46.8756223,-96.8089324,Abuse,JUVS IN A VEH ALONE
7/13/2017,01/01/1900 11:28:59,Jul,Thursday,"0 BLK 18 ST S Fargo, ND 58103",46.8518844,-96.8104467,Abuse,CHILD LEFT IN VEH
6/8/2017,01/01/1900 16:40:42,Jun,Thursday,"0 BLK 18 ST S Fargo, ND 58103",46.8518844,-96.8104467,Abuse,REPORT / DELAYED
5/5/2017,01/01/1900 21:34:26,May,Friday,"0 BLK 18 ST S Fargo, ND 58103",46.8518844,-96.8104467,Abuse,CHILD ABUSE
11/15/2017,01/01/1900 10:47:08,Nov,Wednesday,"0 BLK 2 ST N Fargo, ND 58102",46.8994547,-96.7815665,Abuse,1021/CHILD ABUSE
10/5/2017,01/01/1900 17:32:37,Oct,Thursday,"0 BLK 2 ST N Fargo, ND 58102",46.8994547,-96.7815665,Abuse,1021/CHILD ABUSE
5/8/2017,01/01/1900 19:29:40,May,Monday,"0 BLK 2 ST N Fargo, ND 58102",46.8994547,-96.7815665,Abuse,JUV ABUSE
1/29/2017,01/01/1900 21:23:46,Jan,Sunday,"0 BLK 21 AVE N Fargo, ND 58102",46.9064437,-96.7874096,Abuse,POSS CHILD ABUSE/WELFARE CHECK
6/6/2017,01/01/1900 11:26:32,Jun,Tuesday,"0 BLK 21 ST S Fargo, ND 58103",46.8669073,-96.8136302,Abuse,REPORT
4/14/2017,01/01/1900 1:35:12,Apr,Friday,"0 BLK 23 ST S Fargo, ND 58103",46.854252,-96.8169967,Abuse,ABUSE
5/8/2017,01/01/1900 2:46:00,May,Monday,"0 BLK 26 AVE N Fargo, ND 58102",46.9107057,-96.7817389,Abuse,CHILD ABUSE / WELFARE CHECK
1/24/2017,01/01/1900 18:13:53,Jan,Tuesday,"0 BLK 26 AVE N Fargo, ND 58102",46.9107057,-96.7817389,Abuse,ABUSE RPT
12/9/2017,01/01/1900 3:04:23,Dec,Saturday,"0 BLK 27TH AVE N Fargo, ND 58102",46.9115376,-96.7809665,Abuse,ABUSE
10/18/2017,01/01/1900 18:56:06,Oct,Wednesday,"0 BLK 28 ST S Fargo, ND 58103",46.8712362,-96.8316913,Abuse,ABUSE RPT
1/20/2017,01/01/1900 20:02:58,Jan,Friday,"0 BLK 29 AVE N Fargo, ND 58102",46.9136483,-96.7834703,Abuse,CHILD ABUSE RPT
1/20/2017,01/01/1900 19:17:46,Jan,Friday,"0 BLK 29 AVE N Fargo, ND 58102",46.9136483,-96.7834703,Abuse,POSS CHILD ABUSE/DELAYED/1021
7/25/2017,01/01/1900 18:31:18,Jul,Tuesday,"0 BLK 29 AVE NE Fargo, ND 58102",46.9151247,-96.7733215,Abuse,CHILD NEGLECT
8/16/2017,01/01/1900 15:05:12,Aug,Wednesday,"0 BLK 29 AVE NE Fargo, ND 58102",46.9151247,-96.7733215,Abuse,REPORT
6/1/2017,01/01/1900 17:08:28,Jun,Thursday,"0 BLK 29 AVE NE Fargo, ND 58102",46.9151247,-96.7733215,Abuse,ABUSE
2/10/2017,01/01/1900 0:16:38,Feb,Friday,"0 BLK 29 AVE NE Fargo, ND 58102",46.9151247,-96.7733215,Abuse,1021
9/29/2017,01/01/1900 14:45:14,Sep,Friday,"0 BLK 3 ST N Fargo, ND 58102",46.8975025,-96.7830386,Abuse,ABUSE JUST OCCURRED/WELFARE CHECK
9/16/2017,01/01/1900 3:24:13,Sep,Saturday,"0 BLK 3 ST N Fargo, ND 58102",46.8975025,-96.7830386,Abuse,ABUSE REPORT
7/26/2017,01/01/1900 11:41:44,Jul,Wednesday,"0 BLK 3 ST N Fargo, ND 58102",46.8975025,-96.7830386,Abuse,POSS CHILD NEGLECT
6/9/2017,01/01/1900 12:15:00,Jun,Friday,"0 BLK 32 AVE NE Fargo, ND 58102",46.919393,-96.7695431,Abuse,POSS CHILD NEGLECT
9/15/2017,01/01/1900 8:19:28,Sep,Friday,"0 BLK 32 AVE NE Fargo, ND 58102",46.919393,-96.7695431,Abuse,UNATTENDED CHILDREN
4/14/2017,01/01/1900 13:44:05,Apr,Friday,"0 BLK 32 AVE NE Fargo, ND 58102",46.919393,-96.7695431,Abuse,ABUSE
8/10/2017,01/01/1900 17:57:17,Aug,Thursday,"0 BLK 35 AVE NE Fargo, ND 58102",46.9228505,-96.7695285,Abuse,1021 CHILD ABUSE
11/16/2017,01/01/1900 11:15:33,Nov,Thursday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD IN VEH ALONE
11/20/2017,01/01/1900 23:57:51,Nov,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,10-21 ONLY
11/12/2017,01/01/1900 15:28:15,Nov,Sunday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE 1021 ONLY
4/30/2017,01/01/1900 20:44:40,Apr,Sunday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,1021/MHD
4/4/2017,01/01/1900 0:03:51,Apr,Tuesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,POSS ABUSE
3/20/2017,01/01/1900 20:57:32,Mar,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD ABUSE / NARCOTICS
8/30/2017,01/01/1900 19:34:11,Aug,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,POSS CHILD ABUSE
7/10/2017,01/01/1900 20:30:45,Jul,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE / MHD
5/1/2017,01/01/1900 15:12:48,May,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD ABUSE
4/21/2017,01/01/1900 22:49:26,Apr,Friday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD ABUSE REPORT
6/11/2017,01/01/1900 8:28:56,Jun,Sunday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,PUTTING CHILD IN PROTECTIVE CUSTODY/FOR MHD PD
2/23/2017,01/01/1900 22:02:47,Feb,Thursday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
12/4/2017,01/01/1900 11:46:56,Dec,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHECK ON UNATTENDED KIDS
11/11/2017,01/01/1900 0:02:11,Nov,Saturday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD ABUSE
11/8/2017,01/01/1900 23:50:08,Nov,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
11/8/2017,01/01/1900 1:29:15,Nov,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CSI
10/28/2017,01/01/1900 16:29:16,Oct,Saturday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD NEGLECT
7/16/2017,01/01/1900 21:35:01,Jul,Sunday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,1021 ONLY
4/21/2017,01/01/1900 10:28:36,Apr,Friday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
3/1/2017,01/01/1900 1:56:00,Mar,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,POSS CHILD ABUSE /WELFARE CHECK
2/26/2017,01/01/1900 19:56:33,Feb,Sunday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,1021
2/8/2017,01/01/1900 2:35:07,Feb,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ELDER ABUSE
1/23/2017,01/01/1900 15:56:01,Jan,Monday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
8/2/2017,01/01/1900 23:28:13,Aug,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,1021
5/25/2017,01/01/1900 23:12:04,May,Thursday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,POSS ABUSE/1021
10/21/2017,01/01/1900 23:25:43,Oct,Saturday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
10/27/2017,01/01/1900 1:35:07,Oct,Friday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE
9/27/2017,01/01/1900 9:12:35,Sep,Wednesday,"0 BLK 4 ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,ABUSE INFO
9/19/2017,01/01/1900 13:13:57,Sep,Tuesday,"0 BLK 4 ST S Fargo, ND 58103",46.8654975,-96.7857715,Abuse,UNATTENDED 2 YOA
6/22/2017,01/01/1900 5:02:24,Jun,Thursday,"0 BLK 4 ST S Fargo, ND 58103",46.8654975,-96.7857715,Abuse,ABUSE
12/7/2017,01/01/1900 19:55:42,Dec,Thursday,"0 BLK 4TH ST N Fargo, ND 58102",46.8903585,-96.7846956,Abuse,CHILD ABUSE
11/29/2017,01/01/1900 20:34:29,Nov,Wednesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,1021
9/12/2017,01/01/1900 1:54:10,Sep,Tuesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,CHILD ABUSE
8/29/2017,01/01/1900 11:51:01,Aug,Tuesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,ABUSE
8/11/2017,01/01/1900 15:04:05,Aug,Friday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,ABUSE
8/11/2017,01/01/1900 13:35:55,Aug,Friday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,CHILD ABUSE
8/9/2017,01/01/1900 0:06:34,Aug,Wednesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,CHILDREN IN VEH NOT RUNNING
2/8/2017,01/01/1900 9:29:00,Feb,Wednesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,CHILD ABUSE
11/4/2017,01/01/1900 11:30:07,Nov,Saturday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,ABUSE
10/25/2017,01/01/1900 8:46:27,Oct,Wednesday,"0 BLK 6 AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,CHILD ABUSE
12/10/2017,01/01/1900 13:49:46,Dec,Sunday,"0 BLK 6TH AVE N Fargo, ND 58102",46.8818802,-96.777257,Abuse,ABUSE / CHILD EXCHANGE
6/12/2017,01/01/1900 12:53:17,Jun,Monday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,FOUND CHILD
6/5/2017,01/01/1900 11:45:37,Jun,Monday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,1021
6/5/2017,01/01/1900 7:02:41,Jun,Monday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,POSS CHILD ABUSE
11/13/2017,01/01/1900 12:19:58,Nov,Monday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,CHILD ABANDONMENT
9/14/2017,01/01/1900 15:12:43,Sep,Thursday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,CHILD ABUSE
2/5/2017,01/01/1900 23:06:45,Feb,Sunday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,CHILD NEGLECT
8/6/2017,01/01/1900 23:54:17,Aug,Sunday,"0 BLK 7 ST N Fargo, ND 58102",46.8975789,-96.7891192,Abuse,ABUSE
9/10/2017,01/01/1900 8:49:12,Sep,Sunday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,CHILD IN CAR\\WELFARE CHECK
7/21/2017,01/01/1900 1:35:49,Jul,Friday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,CHILD ABUSE
6/14/2017,01/01/1900 20:33:28,Jun,Wednesday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,1 YOA CHILD LEFT ALONE
5/11/2017,01/01/1900 8:18:22,May,Thursday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,NEGLECT
8/1/2017,01/01/1900 18:14:41,Aug,Tuesday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,POSSIBLE CHILD ABUSE
9/2/2017,01/01/1900 0:59:28,Sep,Saturday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,CHILD NEGLECT
3/30/2017,01/01/1900 1:30:53,Mar,Thursday,"0 BLK 7 ST S Fargo, ND 58103",46.8744798,-96.7895431,Abuse,UNATTENDED CHILD
2/21/2017,01/01/1900 16:44:15,Feb,Tuesday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD IN VEH
4/29/2017,01/01/1900 2:29:37,Apr,Saturday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD NEGLECT
5/4/2017,01/01/1900 20:01:42,May,Thursday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,1021
4/16/2017,01/01/1900 2:18:00,Apr,Sunday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILDREN LEFT IN VEH
4/10/2017,01/01/1900 19:26:55,Apr,Monday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD NEGLECT
4/5/2017,01/01/1900 2:19:31,Apr,Wednesday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD NEGLECT
3/6/2017,01/01/1900 18:58:40,Mar,Monday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,REPORT
2/18/2017,01/01/1900 9:03:49,Feb,Saturday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD ABUSE
2/6/2017,01/01/1900 23:37:47,Feb,Monday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,POSS ABUSE
2/4/2017,01/01/1900 21:19:34,Feb,Saturday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD ABUSE RPT
2/2/2017,01/01/1900 23:52:23,Feb,Thursday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,ELDER NEGLECT RPT
1/31/2017,01/01/1900 17:03:56,Jan,Tuesday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,ABUSE
1/19/2017,01/01/1900 16:51:26,Jan,Thursday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD ABUSE
1/12/2017,01/01/1900 14:31:47,Jan,Thursday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,1021
1/20/2017,01/01/1900 2:37:46,Jan,Friday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,FOUND CHILD/NEGLECT
6/23/2017,01/01/1900 14:01:54,Jun,Friday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,CHILD ABUSE
1/11/2017,01/01/1900 10:03:35,Jan,Wednesday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,ABUSE \\1021
3/26/2017,01/01/1900 17:16:45,Mar,Sunday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,ABUSE
7/23/2017,01/01/1900 10:14:35,Jul,Sunday,"0 BLK 8 ST N Fargo, ND 58102",46.8972551,-96.7906297,Abuse,ABUSE/1021
4/3/2017,01/01/1900 11:09:25,Apr,Monday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,ABUSE
3/27/2017,01/01/1900 21:56:43,Mar,Monday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,ABUSE
5/14/2017,01/01/1900 13:05:31,May,Sunday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,REPORT
6/13/2017,01/01/1900 10:57:06,Jun,Tuesday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,POSS ELDERLY ABUSE
2/14/2017,01/01/1900 10:28:26,Feb,Tuesday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,VULNERABLE ADULT ABUSE RPT
8/2/2017,01/01/1900 10:04:29,Aug,Wednesday,"0 BLK 8 ST S Fargo, ND 58103",46.8636576,-96.7919106,Abuse,ABUSE
10/2/2017,01/01/1900 18:29:28,Oct,Monday,"0 BLK 9 ST S Fargo, ND 58103",46.8576436,-96.7934695,Abuse,ABUSE RPT
10/14/2017,01/01/1900 10:35:11,Oct,Saturday,"0 BLK 9 ST S Fargo, ND 58103",46.8576436,-96.7934695,Abuse,ABUSE REPORT
5/25/2017,01/01/1900 15:08:19,May,Thursday,"0 BLK 9 ST S Fargo, ND 58103",46.8576436,-96.7934695,Abuse,ABUSE OF VULNERABLE ADULT
